CoLin,5.60326268629
CoLin,4.51543307703
CoLin,5.05073304511
CoLin,4.80233933028
CoLin,7.11351729728
CoLin,3.36503934614
CoLin,12.8295660657
CoLin,4.5976272151
WCoLinUCB,61.8385880736
CoLin,3.18792983551
WCoLinUCB,753.856612255
CoLin,8.52211899385
WCoLinUCB,40.4973301528
CoLin,5.5638385432
WCoLinUCB,61.9776262658
CoLin,12.4471928889
WCoLinUCB,35.3197549589
CoLin,5.12240648875
WCoLinUCB,38.3836562294
CoLin,5.49364502769
WCoLinUCB,41.8308155771
CoLin,3.26824767422
WCoLinUCB,58.925400293
CoLin,3.15340234352
WCoLinUCB,45.3019807216
CoLin,7.52500858665
WCoLinUCB,31.4495089732
CoLin,2.99402216052
WCoLinUCB,38.4767284028
CoLin,4.58642780945
WCoLinUCB,43.3300835989
CoLin,3.64438431761
